Date,Close,High,Low,Open,Volume,MA_short,MA_long,Signal,Position
2025-06-06,593.96728515625,595.6426968087642,591.7069406984755,593.4913881340742,66588700,573.6218017578125,572.2936426798502,1,0.0
2025-06-09,594.5026245117188,596.0590770966814,593.322896017802,594.5422573867003,53016400,575.2423563639323,572.2868977864583,1,1.0
2025-06-10,597.873291015625,598.2598779419187,593.9177485918233,595.0379370041686,66247000,576.9683268229167,572.3092264811198,1,1.0
2025-06-11,596.1681518554688,599.8362200559476,594.0962297274801,598.9737360301211,73658200,578.522792561849,572.2961669921875,1,1.0
2025-06-12,598.5374755859375,598.5374755859375,594.3440149953893,594.8297748594797,64129000,580.1489624023437,572.3233744303385,1,1.0
2025-06-13,591.8457641601562,596.6538671866508,590.338867810054,593.3328138188501,89506000,581.4222086588542,572.442660522461,1,1.0
2025-06-16,597.4766845703125,599.2314224312138,595.0379014846701,595.2164006808653,79984100,582.6092041015625,572.6103495279948,1,1.0
2025-06-17,592.3711547851562,596.5546916720157,591.6077833451126,595.0280093001275,82209400,583.7334126790364,572.6777038574219,1,1.0
2025-06-18,592.281982421875,596.0293161899417,591.3203254879343,593.2733488854554,76605000,585.0102945963541,572.7151575724284,1,1.0
2025-06-20,590.8909301757812,596.041382049652,589.4789845501997,594.9675241520906,94051400,586.1631490071615,572.6865753173828,1,1.0
2025-06-23,596.7274780273438,597.1152078061239,588.5145735944315,591.6465733053511,87426000,587.38134765625,572.7063008626302,1,1.0
2025-06-24,603.3196411132812,604.3834856367664,599.9688039561656,600.8836010096178,67735300,588.843076578776,572.8330998738606,1,1.0
2025-06-25,603.65771484375,605.1392079707367,602.086708265907,604.4431877891288,62114800,589.699776204427,573.0186426798502,1,1.0
2025-06-26,608.380615234375,608.8181084243395,604.9005750782753,605.517034479532,78548400,590.586680094401,573.2611689249675,1,1.0
2025-06-27,611.4032592773438,612.8748603878714,607.3465704310272,609.3848675360332,86258400,591.5495544433594,573.540744527181,1,1.0
2025-06-30,614.3265380859375,615.6887204777686,611.5325652115941,613.8592475033348,92502500,592.5150309244792,573.7844716389974,1,1.0
2025-07-01,614.127685546875,615.3009489521946,612.0098276707645,612.8450033281383,70030100,593.3502888997396,573.9984547932943,1,1.0
2025-07-02,616.9116821289062,616.9514321677677,613.0935543503272,613.7199664131181,66510400,594.2568684895833,574.2910700480144,1,1.0
2025-07-03,621.7738037109375,622.7084454552534,618.880365032573,618.9002703953504,51065800,595.3916097005208,574.6171203613281,1,1.0
2025-07-07,617.140380859375,620.471312902668,614.3464081455963,619.8050900817584,74814500,596.7020263671875,574.9786875406901,1,1.0
2025-07-08,616.8023681640625,618.5622329876766,615.9870371559156,617.8065573856337,59024600,597.9935770670573,575.3300247192383,1,1.0
2025-07-09,620.5010986328125,621.1573080723725,617.3690382262929,619.2184771119485,66113300,599.5399393717448,575.7055953979492,1,1.0
2025-07-10,622.2510986328125,623.2950985850023,619.4571258490619,620.6403419781,57529000,600.7467651367188,576.0085240681966,1,1.0
2025-07-11,620.0635986328125,621.2965174183169,617.9855515244625,619.1886122649546,63670200,601.9936930338541,576.3026128133138,1,1.0
2025-07-14,621.2467651367188,621.5947448449341,618.2539211725837,619.6061506560952,51898500,603.2033935546875,576.5576360066732,1,1.0
2025-07-15,618.592041015625,624.2793915612978,618.5124802515571,623.9413645164026,74317300,604.3464131673177,576.7454823811848,1,1.0
2025-07-16,620.66015625,621.1672575214722,614.5253596449445,620.1829130237127,88987500,605.4486572265625,576.9226404825846,1,1.0
2025-07-17,624.4583740234375,624.8163671275224,620.6204015046147,620.8391784397268,68885700,606.5658142089844,577.104187520345,1,1.0
2025-07-18,624.0010375976562,625.8802131347736,622.8874296174818,625.7111996075373,65621600,607.6730163574218,577.2965850830078,1,1.0
2025-07-21,625.1842651367188,627.9384270926762,624.7567246264017,625.1842651367188,63375000,608.9148315429687,577.5696772257487,1,1.0
2025-07-22,625.2737426757812,626.1387764125508,622.6189860590433,625.5123643014988,60046300,609.9583801269531,577.801096089681,1,1.0
2025-07-23,630.59326171875,630.59326171875,626.1387689061065,627.9483971288857,70511000,611.1614013671875,578.0991663614909,1,1.0
2025-07-24,630.802001953125,632.5221773472229,630.3744614468128,630.9809681636451,71307100,612.2590250651042,578.3723714192708,1,1.0
2025-07-25,633.4667358398438,633.9440397736063,631.2196750953526,631.4682494008442,56865400,613.5023111979167,578.694303894043,1,1.0
2025-07-28,633.3076782226562,634.4013808975731,631.9156378299562,633.8445768779104,54917100,614.661317952474,579.0482696533203,1,1.0
2025-07-29,631.63720703125,635.0277335557481,630.7224706603868,634.7095511904303,60556300,615.9876993815104,579.3552856445312,1,1.0
2025-07-30,630.841796875,634.0434045947875,627.9384054781906,632.2934318863223,80418900,617.0998697916667,579.6355768839518,1,1.0
2025-07-31,628.4754028320312,636.2010509521909,627.1728759033415,635.8133211591798,103385200,618.3033447265625,579.8788508097331,1,1.0
2025-08-01,618.1743774414062,622.7680859762785,615.7582427178595,622.7282752516747,140103600,619.1664245605468,580.0819961547852,1,1.0
2025-08-04,627.5704956054688,627.6201983240026,622.0124086950358,622.1018614509808,73218000,620.3890767415364,580.3298370361329,1,1.0
2025-08-05,624.3887329101562,629.0022861088522,623.4640438716077,628.1869551885334,68051400,621.3111185709636,580.5473739624024,1,1.0
2025-08-06,629.17138671875,629.8275961427472,624.5478806448895,625.462617040701,64357500,622.1728434244792,580.820827738444,1,1.0
2025-08-07,628.6443481445312,633.347354057562,625.5222406525087,632.6115839056886,74205800,623.0057312011719,581.037422688802,1,1.0
2025-08-08,633.5462646484375,634.0136158764692,630.125879949944,630.4440623273716,64051600,623.8445861816406,581.2951141357422,1,1.0
2025-08-11,632.29345703125,635.3062066703783,631.0406328520911,633.824713555593,58742300,624.5409261067708,581.5276219685873,1,1.0
2025-08-12,639.02490234375,639.1839632015094,633.1585242910344,634.6499701667667,64730800,625.3642049153646,581.8043645222982,1,1.0
2025-08-13,641.2123413085938,642.5049155421342,639.0149226306152,641.2321859855442,60092800,626.2670267740885,582.1203389485677,1,1.0
2025-08-14,641.27197265625,641.9381347685223,638.6768716045066,639.1242567818475,59327500,627.0790364583333,582.5228006998698,1,1.0
2025-08-15,639.7706298828125,642.4055418903916,638.8558933981693,642.3060757523746,68592500,627.6789306640625,582.9352366129557,1,1.0
2025-08-18,639.63134765625,640.327367802147,638.5177396976476,639.1938544805789,43804900,628.4286295572916,583.3709752400716,1,1.0
2025-08-19,636.1612548828125,640.4367204754008,634.8388226855677,639.4523760102862,69750700,629.07392578125,583.7753255208333,1,1.0
2025-08-20,634.470947265625,636.0120957287904,629.3404006137462,635.7536294439067,88890300,629.5395874023437,584.2437555948893,1,1.0
2025-08-21,631.925537109375,634.3317192031022,630.1954697904521,632.6514152909955,54805800,629.8620686848958,584.6157730102539,1,1.0
2025-08-22,641.6299438476562,642.8131599802851,633.6159105915494,634.1230118894028,84083200,630.5809468587239,585.1544036865234,1,1.0
2025-08-25,638.8060302734375,641.6099553847616,638.6867194761113,640.3670840067143,51274300,631.1662556966146,585.7264165242512,1,1.0
2025-08-26,641.4807739257812,641.8288143683822,637.9112808564007,638.5376929659955,51581600,631.9292134602864,586.2696517944336,1,1.0
2025-08-27,642.9423828125,643.6781530071313,640.7449642231398,640.8941330732226,48341100,632.6719543457032,586.9103159586589,1,1.0
2025-08-28,645.2192993164062,645.7761033013204,641.6597591604225,643.548887361664,61519500,633.3639851888021,587.5435155232748,1,1.0
2025-08-29,641.3713989257812,644.1455269630451,639.472317969575,643.777581165663,74522200,633.9429972330729,588.2709981282552,1,1.0
2025-09-02,636.61865234375,636.8373685858147,631.2991262066306,633.8644298326893,81983500,634.3241434733073,588.9972574869792,1,1.0
2025-09-03,640.06884765625,640.5361988813526,636.8075845104526,639.0049424066366,70820900,634.817313639323,589.7279708862304,1,1.0
2025-09-04,645.4181518554688,645.4480098993379,639.8401594892221,640.7449431803722,65219200,635.3114766438802,590.5646240234375,1,1.0
2025-09-05,643.5488891601562,648.4905776412766,639.6612139364762,647.7646994415851,85178900,635.7363728841145,591.2918853759766,1,1.0
2025-09-08,645.1298217773438,646.1340715853498,643.5389099622073,644.9209975333657,63133100,636.1251424153646,591.9965738932292,1,1.0
2025-09-09,646.6212768554688,647.148222783044,643.5289666240282,645.2689866211995,66133900,636.5689290364584,592.7641815185547,1,1.0
2025-09-10,648.4906005859375,650.8172220560821,646.9195940128865,649.8925329397852,78034500,637.1307088216146,593.4970413208008,1,1.0
2025-09-11,653.8796997070312,654.5757199134183,649.8627606991871,650.4493620868353,69934400,637.8986389160157,594.2883188883463,1,1.0
2025-09-12,653.660888671875,655.3512060315065,653.1538480823614,653.8498075653706,72780100,638.7381551106771,595.0762359619141,1,1.0
2025-09-15,657.1409301757812,657.2701936656516,655.5799369896564,655.8782140097094,63772400,640.037040201823,595.8097132364909,1,1.0
2025-09-16,656.2361450195312,658.0060231465056,655.450672087237,657.6977327581834,61169000,640.9925618489583,596.5242497762044,1,1.0
2025-09-17,655.4208374023438,657.9463305061431,650.5686620900484,656.2461210913638,101952200,642.0269653320313,597.2887481689453,1,1.0
2025-09-18,658.4832763671875,661.0982828700095,656.5046346401509,658.1153912564865,90459200,643.0040283203125,598.0912414550781,1,1.0
2025-09-19,661.74462890625,662.5921003065068,658.4244226642126,660.3786700487054,97945600,644.1073710123698,599.0152577718098,1,1.0
2025-09-22,664.8753662109375,665.3239917254978,660.2190812650523,660.2490220888672,69452200,645.1516743977865,599.9345484415691,1,1.0
2025-09-23,661.256103515625,665.3739407705357,660.0296859026699,664.7557113987294,81708900,646.1170959472656,600.8106262207032,1,1.0
2025-09-24,659.1522216796875,662.6518901422049,657.7264420940938,662.5522091075384,68082200,646.7880065917968,601.6398432413737,1,1.0
2025-09-25,656.1112670898438,657.4672457066506,652.4819765077987,656.0016057727498,89622100,647.2846374511719,602.673550415039,1,1.0
2025-09-26,659.8701782226562,660.4185456623683,655.9417836675868,657.5669862915963,69179200,647.9045776367187,603.9981549580892,1,1.0
2025-09-29,661.7246704101562,663.3199930316334,659.9100251593522,662.4026597035332,73499000,648.6363789876302,605.3456489562989,1,1.0
2025-09-30,664.21728515625,664.6859320813617,659.6607420426623,660.976860345401,86288000,649.4559102376302,606.7791793823242,1,1.0
2025-10-01,666.4806518554688,667.3979243492374,661.1065170498754,661.2161783670498,72545400,650.4665568033854,607.8008224487305,1,1.0
2025-10-02,667.248291015625,668.5943501107935,664.8155382515555,668.4747085274895,56896000,651.5591349283854,609.0274658203125,1,1.0
2025-10-03,667.2384033203125,670.6981508367895,666.1914481336265,668.0160736487628,70494400,652.73623046875,610.1767008463542,1,1.0
2025-10-06,669.6312866210938,670.5286593813627,667.4876574687494,669.6412668959266,54623300,653.669608561198,611.303082784017,1,1.0
2025-10-07,667.1486206054688,671.0072138668005,665.7028804529681,670.5585274945992,72020100,654.6143615722656,612.4212509155274,1,1.0
2025-10-08,671.1268920898438,671.2266339865188,667.4477610054765,668.2753327277967,60702200,655.6025655110677,613.671294148763,1,1.0
2025-10-09,669.1826171875,671.9544560264949,667.2384109165724,671.5456907353398,66501900,656.4772399902344,614.8989395141601,1,1.0
2025-10-10,651.0960693359375,671.9643973425017,650.9166069608107,670.1497521868876,159422600,656.6731323242187,616.0793787638346,1,1.0
2025-10-13,661.0865478515625,663.170417127303,657.8262232173948,658.7036354539871,79560500,657.3303039550781,617.2326166788737,1,1.0
2025-10-14,660.2789306640625,663.8683609233883,651.2456255038628,655.2338407773344,88779600,658.1189798990886,618.3116297403972,1,1.0
2025-10-15,663.2102661132812,668.2553559603689,656.988660072404,664.855429242796,81702600,658.8903605143229,619.3219640096029,1,1.0
2025-10-16,658.6936645507812,666.7398963555108,655.1740352792065,664.8554499895176,110563300,659.3328776041667,620.2620279947917,1,1.0
2025-10-17,662.4326171875,663.7985760836355,656.2010306703355,657.5570092911896,96500900,659.9623352050781,621.2315149943034,1,1.0
2025-10-20,669.3222045898438,670.2295576279439,665.3041094156895,665.3539499346838,60493400,660.7687479654948,622.2297485351562,1,1.0
2025-10-21,669.3121948242188,671.0071983826805,668.0060568363804,669.4617772299453,56249000,661.5251118977865,623.2260803222656,1,1.0
2025-10-22,665.83251953125,670.0201576878661,661.3457774038759,670.0201576878661,80564000,662.1031758626302,624.1609481811523,1,1.0
2025-10-23,669.7808837890625,670.7280970890292,665.8325287543602,666.1515932793667,65604500,662.6332153320312,625.060232035319,1,1.0
2025-10-24,675.2546997070312,676.4710761570719,673.6594379369009,674.4670490970213,74356500,663.3530090332031,626.0319803873698,1,1.0
2025-10-27,683.2211303710938,683.5202343374859,680.1103274099472,680.7185156175003,63339800,664.2223490397135,627.1090270996094,1,1.0
2025-10-28,685.0357666015625,686.8802917495992,682.8123561492805,685.0257863269245,61738100,665.1823364257813,628.1817810058594,1,1.0
2025-10-29,685.3648071289062,687.6679989086465,680.8581046045199,686.6908448301914,85657100,666.18046875,629.2249750773112,1,1.0
2025-10-30,677.8270874023438,683.919071384824,677.8270874023438,681.8851035842282,76335800,666.8252624511719,630.2113026936848,1,1.0
2025-10-31,680.050537109375,683.0616591685175,677.2388379885472,683.0217380676526,87164100,667.435459391276,631.0620844523112,1,1.0
2025-11-03,681.3267822265625,683.7794956694769,677.9367749059246,683.6498738048132,57315000,667.9838399251302,631.8916951497396,1,1.0
2025-11-04,673.2506103515625,677.9567360174515,672.5925816080086,674.1180423048241,78427000,668.3836568196615,632.6478083292643,1,1.0
2025-11-05,675.583740234375,678.8540450990596,672.1837526501265,672.9913638051393,74402400,668.9313741048177,633.3996541341146,1,1.0
2025-11-06,668.3351440429688,675.384321857154,666.7498016918889,674.4769688014325,85035300,669.3388366699219,634.0601974487305,1,1.0
2025-11-07,668.9931640625,669.1028862313885,659.2619700189845,665.9421818455136,100592400,669.6429361979167,634.720854695638,1,1.0
2025-11-10,679.432373046875,680.1701831536659,673.0412846911101,675.2447347362015,75842900,670.2331929524739,635.4850280761718,1,1.0
2025-11-11,680.9877319335938,681.5560598909952,676.7302928180768,677.9467300747958,58953400,670.7922078450521,636.3446935017904,1,1.0
2025-11-12,681.3666381835938,682.9420002443612,678.9438047256676,682.7724572806613,62312500,671.288407389323,637.2056167602539,1,1.0
2025-11-13,670.0599975585938,678.8540191634994,668.5445172010542,678.4950944095032,103457800,671.3821309407552,638.0051981608073,1,1.0
2025-11-14,669.9503784179688,673.669369761962,661.3159189526839,663.4196879466924,96846700,671.4725301106771,638.7043986002604,1,1.0
2025-11-17,663.7088012695312,671.7251529532939,660.2191128892804,667.7269573864955,90456100,671.2751139322917,639.3798405965169,1,1.0
2025-11-18,658.1353149414062,663.1604443809363,653.9277160969795,660.1493223141129,114467500,670.9746704101562,639.989670308431,1,1.0
2025-11-19,660.6777954101562,665.3739409367662,656.8092216159307,658.8332701356088,94703000,670.6263671875,640.626139831543,1,1.0
2025-11-20,650.6075439453125,673.5696612658603,649.969414909385,670.9274443593279,165293500,670.0071980794271,641.1512624104818,1,1.0
2025-11-21,657.08837890625,662.5920743656175,648.9324254696204,653.1200634979649,123956200,670.2069417317708,641.702468363444,1,1.0
2025-11-24,666.759765625,668.0858642133718,659.6408477705503,660.7375826041805,80437900,670.3960489908854,642.3355916341146,1,1.0
2025-11-25,673.03125,674.2177464111714,662.5222643995295,666.6600618545837,81077100,670.8211263020834,643.044770304362,1,1.0
2025-11-26,677.6775512695312,679.6916195137131,674.7262499751725,675.6336030547216,71879600,671.303369140625,643.742355855306,1,1.0
